ParticipantId,mid_small,mid_big,near_small,near_big,far_small,far_big,reach_small,reach_big
1,1847.0625,2052.3125,2060.7708333333335,2816.0208333333335,4552.916666666667,5382.895833333333,3583.0,3509.9375
6,1756.6666666666667,1798.3333333333333,1610.3095238095239,2299.404761904762,2845.609756097561,2878.829268292683,2092.5714285714284,2827.714285714286
7,1665.5,1804.357142857143,1646.904761904762,2774.0476190476193,2744.2380952380954,2939.4285714285716,1990.8809523809523,2536.9285714285716
5,2181.7380952380954,2394.7619047619046,1638.8333333333333,2225.2380952380954,2792.6290322580644,2559.2419354838707,2279.5476190476193,2563.4761904761904
2,1923.56,1749.42,1802.5208333333333,2169.0,2743.2291666666665,2159.1041666666665,1753.0,2204.7083333333335
3,1876.0238095238096,1846.0714285714287,1635.8333333333333,2204.785714285714,3470.673076923077,2937.096153846154,2253.3571428571427,2688.095238095238
4,2578.785714285714,2398.4634146341464,2574.740740740741,2783.703703703704,4287.243902439024,4182.463414634146,2748.4523809523807,3152.0
